src,sep,dst,inframes,inbytes,outframes,outbytes,totalframes,totalbytes,relstart,duration
132.168.196.224:55014,<->,8.232.107.145:https,818,45808,0,0,818,45808,0.000562000,1.0695
218.4.182.130:59346,<->,132.216.20.244:http,810,1204673,0,0,810,1204673,0.047278000,0.7044
215.158.195.25:52910,<->,53.231.144.135:http,810,1192427,0,0,810,1192427,0.006975000,1.9783
6.228.9.53:33464,<->,144.232.205.250:pop3,800,1110551,0,0,800,1110551,0.912278000,1.0859
215.158.238.201:48627,<->,139.241.115.236:http,756,1123027,0,0,756,1123027,1.563196000,0.0813
75.137.133.162:49212,<->,8.252.221.223:http,0,0,741,44400,741,44400,0.004117000,1.9929
136.116.28.231:48996,<->,215.158.49.76:http,739,1098819,0,0,739,1098819,0.382935000,1.5863
210.220.218.45:50395,<->,14.27.112.67:http,732,1051554,0,0,732,1051554,0.043235000,1.5361
109.222.254.120:49660,<->,53.231.147.157:https,723,36150,0,0,723,36150,0.001878000,1.9429
119.131.135.20:58600,<->,92.168.217.252:https,0,0,719,40264,719,40264,0.030908000,1.9666
33.233.141.28:35961,<->,133.8.10.152:http,715,1070337,0,0,715,1070337,0.140087000,1.6552
136.25.188.165:65023,<->,220.28.109.52:https,714,1023196,0,0,714,1023196,0.021676000,0.3627
215.158.140.202:58926,<->,98.219.126.140:http,682,990371,0,0,682,990371,0.037861000,0.2101
215.158.238.130:48422,<->,145.116.206.214:9482,672,40296,0,0,672,40296,0.001090000,1.9976
33.233.141.47:37560,<->,53.231.94.20:http,667,981819,0,0,667,981819,0.032316000,1.3037
33.233.141.19:40166,<->,53.231.94.186:http,665,987326,0,0,665,987326,0.968435000,0.9829
111.20.168.11:36034,<->,72.210.211.251:http,660,992435,0,0,660,992435,1.736969000,0.1305
133.178.226.55:46258,<->,100.120.38.6:https,655,924647,0,0,655,924647,0.659959000,1.2860
220.20.200.40:46828,<->,113.173.246.17:http,653,981542,0,0,653,981542,0.100253000,1.2779
101.235.68.176:64934,<->,8.20.81.65:https,645,954833,0,0,645,954833,1.233136000,0.4406
215.158.140.234:49395,<->,220.28.65.9:https,645,932039,0,0,645,932039,0.323144000,1.2135
8.35.106.89:53399,<->,246.253.169.93:http,0,0,619,31409,619,31409,0.234783000,1.7477
