================================================================================
IPv4,Conversations
Filter:tcp.flags.syn==1
,|,<-,|,|,->,|,|,Total,|,Relative,|,Duration,|
,|,Frames,Bytes,|,|,Frames,Bytes,|,|,Frames,Bytes,|,Start,|,|
129.236.73.9,<->,33.233.141.32,0,0,22,1408,22,1408,0.306119000,1.6914
96.155.148.99,<->,50.224.75.42,0,0,16,1024,16,1024,0.109078000,1.4677
220.28.64.202,<->,50.224.80.75,0,0,11,704,11,704,0.333650000,1.6288
210.212.142.117,<->,80.27.158.215,0,0,11,592,11,592,0.088590000,1.0338
246.45.209.95,<->,132.119.140.253,10,500,0,0,10,500,0.929264000,0.6289
17.18.69.246,<->,8.220.176.253,0,0,10,520,10,520,0.533126000,1.3759
247.136.153.249,<->,126.198.78.25,9,468,0,0,9,468,0.702748000,1.2283
144.87.238.89,<->,8.182.253.100,0,0,9,504,9,504,0.131207000,1.7993
221.102.56.69,<->,6.74.201.88,0,0,8,512,8,512,1.575568000,0.2606
113.170.119.63,<->,100.228.42.165,0,0,8,400,8,400,1.500404000,0.4059
146.249.227.135,<->,8.252.221.221,0,0,7,476,7,476,0.689724000,0.1738
218.111.223.222,<->,8.220.176.253,0,0,7,432,7,432,0.609023000,1.0024
246.108.106.235,<->,111.147.92.14,0,0,7,364,7,364,0.271065000,1.5226
97.126.24.146,<->,54.43.168.35,7,362,0,0,7,362,0.154980000,1.2810
220.55.69.95,<->,35.56.3.196,7,448,0,0,7,448,0.154241000,1.5930
138.74.30.197,<->,89.90.107.236,7,364,0,0,7,364,0.153135000,1.8320
100.230.151.30,<->,80.27.153.11,0,0,6,314,6,314,0.533465000,0.5461
239.66.241.243,<->,97.126.113.29,0,0,6,336,6,336,0.171533000,1.7942
246.108.106.178,<->,111.147.80.111,0,0,6,312,6,312,0.166275000,1.6798
221.102.56.69,<->,109.1.60.236,0,0,6,384,6,384,0.139945000,0.5200
221.102.56.69,<->,213.38.233.112,0,0,5,320,5,320,0.858033000,0.6172
144.87.238.91,<->,8.182.245.110,0,0,5,280,5,280,0.818630000,0.9045
139.144.241.233,<->,98.67.154.32,0,0,5,260,5,260,0.592254000,0.9987
139.114.131.88,<->,8.182.239.159,0,0,5,320,5,320,0.175441000,1.5731
80.38.62.154,<->,35.56.3.196,5,320,0,0,5,320,0.150794000,1.3319
147.58.211.37,<->,8.252.221.200,0,0,5,320,5,320,0.128877000,1.4228
132.119.137.71,<->,80.27.158.183,0,0,5,264,5,264,0.020741000,0.9249
144.70.14.36,<->,111.160.232.222,4,272,0,0,4,272,1.396108000,0.3080
218.111.161.49,<->,8.220.176.253,0,0,4,248,4,248,1.341798000,0.3487
97.126.113.29,<->,0.195.202.28,4,224,0,0,4,224,1.226100000,0.7485
221.102.56.69,<->,102.83.11.76,0,0,4,256,4,256,0.999334000,0.5721
251.20.81.56,<->,108.134.108.240,0,0,4,256,4,256,0.943436000,0.9049
221.102.56.69,<->,80.41.118.73,0,0,4,256,4,256,0.855186000,0.5818
220.55.79.216,<->,35.56.3.196,4,256,0,0,4,256,0.852612000,0.6128
111.146.224.2,<->,53.149.237.205,4,256,0,0,4,256,0.758969000,0.1639
229.96.182.37,<->,133.56.191.21,4,200,0,0,4,200,0.656034000,0.0183
156.150.167.221,<->,8.252.222.61,0,0,4,272,4,272,0.514469000,1.0430
204.186.199.96,<->,136.25.188.253,0,0,4,256,4,256,0.366507000,0.8199
215.158.239.58,<->,196.94.6.49,4,224,0,0,4,224,0.327914000,0.3954
92.181.172.215,<->,8.204.53.229,4,256,0,0,4,256,0.229540000,0.3794
222.244.160.90,<->,8.52.188.77,0,0,4,256,4,256,0.206199000,0.9272
243.185.81.59,<->,8.52.179.237,0,0,4,256,4,256,0.177039000,1.4934
17.143.241.23,<->,8.220.188.138,0,0,4,272,4,272,0.139426000,1.4787
241.14.130.240,<->,80.38.36.113,0,0,4,256,4,256,0.119966000,1.1570
139.241.73.46,<->,129.224.112.221,0,0,4,256,4,256,0.113903000,1.5522
222.244.167.142,<->,8.52.188.77,0,0,4,256,4,256,0.103125000,1.1944
215.158.239.50,<->,196.90.113.35,4,256,0,0,4,256,0.013884000,1.3002
221.102.56.69,<->,213.38.166.21,0,0,3,192,3,192,1.974598000,0.0041
132.249.70.208,<->,98.197.185.18,3,192,0,0,3,192,1.855719000,0.0007
92.181.45.37,<->,8.204.53.229,3,192,0,0,3,192,1.727792000,0.0097
192.64.93.227,<->,8.55.211.213,3,192,0,0,3,192,1.634607000,0.0198
196.148.4.163,<->,53.243.94.97,3,192,0,0,3,192,1.560230000,0.0043
215.158.239.58,<->,196.92.254.194,3,192,0,0,3,192,1.511487000,0.4397
221.102.56.46,<->,98.128.228.57,0,0,3,192,3,192,1.501489000,0.2781
215.158.239.57,<->,199.20.6.232,3,192,0,0,3,192,1.482351000,0.3366
129.224.112.252,<->,97.242.126.186,3,192,0,0,3,192,1.438535000,0.2996
221.102.56.69,<->,98.128.231.37,0,0,3,192,3,192,1.423213000,0.3022
198.206.21.236,<->,100.93.217.200,0,0,3,156,3,156,1.417540000,0.3964
17.41.129.123,<->,8.53.0.16,0,0,3,204,3,204,1.396406000,0.5134
99.181.53.171,<->,8.52.240.121,0,0,3,192,3,192,1.332329000,0.1091
139.193.141.137,<->,42.52.125.46,3,192,0,0,3,192,1.286128000,0.0967
215.158.239.92,<->,195.55.190.198,3,168,0,0,3,168,1.242026000,0.1140
97.182.7.133,<->,8.52.153.105,0,0,3,192,3,192,1.238478000,0.5821
144.86.149.46,<->,35.56.3.196,3,192,0,0,3,192,1.098397000,0.8093
220.50.215.89,<->,50.224.80.75,0,0,3,192,3,192,1.066626000,0.7986
215.158.239.56,<->,199.20.28.245,3,184,0,0,3,184,0.986692000,0.8706
144.87.238.89,<->,8.182.226.78,0,0,3,168,3,168,0.958679000,0.7152
215.158.239.48,<->,196.0.148.196,3,192,0,0,3,192,0.950436000,1.0401
218.111.226.62,<->,8.220.176.253,0,0,3,192,3,192,0.887317000,0.1558
98.129.16.75,<->,50.224.75.42,0,0,3,164,3,164,0.867939000,1.0581
218.4.164.231,<->,97.110.90.219,3,156,0,0,3,156,0.835139000,0.3123
221.102.56.69,<->,220.80.224.201,0,0,3,192,3,192,0.832630000,0.9169
99.187.125.121,<->,8.20.87.32,0,0,3,192,3,192,0.813788000,1.1614
215.158.239.57,<->,204.226.34.131,3,168,0,0,3,168,0.785495000,0.0024
241.1.187.56,<->,92.27.219.204,0,0,3,164,3,164,0.775398000,1.0760
248.239.213.86,<->,92.27.219.193,0,0,3,164,3,164,0.755938000,1.0942
207.172.62.123,<->,136.25.188.198,0,0,3,192,3,192,0.754775000,0.9335
101.70.123.195,<->,53.83.195.125,3,192,0,0,3,192,0.722809000,1.0010
54.92.164.150,<->,18.189.64.135,0,0,3,192,3,192,0.706608000,0.0804
221.102.56.69,<->,220.80.167.49,0,0,3,192,3,192,0.701833000,0.2821
100.94.152.199,<->,89.155.61.122,3,192,0,0,3,192,0.689535000,0.0069
221.102.56.69,<->,192.65.35.88,0,0,3,192,3,192,0.677154000,0.4020
94.192.95.233,<->,8.252.221.238,0,0,3,180,3,180,0.675171000,0.0493
129.92.115.88,<->,33.239.63.145,3,192,0,0,3,192,0.666657000,1.1979
204.185.167.224,<->,136.25.188.196,0,0,3,192,3,192,0.635830000,0.0598
114.209.3.97,<->,92.27.219.249,0,0,3,164,3,164,0.627752000,1.2943
112.170.198.223,<->,92.27.219.38,0,0,3,164,3,164,0.623448000,1.2711
99.187.125.121,<->,8.20.87.34,0,0,3,192,3,192,0.611490000,1.2205
218.4.171.168,<->,8.192.173.161,3,192,0,0,3,192,0.569266000,0.8560
221.102.56.69,<->,98.128.75.116,0,0,3,192,3,192,0.568319000,1.0262
220.50.215.68,<->,50.224.80.75,0,0,3,192,3,192,0.565346000,0.6875
138.126.221.99,<->,92.27.219.146,0,0,3,164,3,164,0.546581000,1.1659
132.20.222.234,<->,129.224.112.221,0,0,3,192,3,192,0.539736000,1.2816
114.234.193.162,<->,92.27.219.199,0,0,3,164,3,164,0.491818000,1.3564
239.66.218.250,<->,139.163.41.64,0,0,3,192,3,192,0.490615000,1.2497
210.221.107.50,<->,8.37.249.53,3,192,0,0,3,192,0.480257000,0.0033
113.103.98.190,<->,92.27.27.171,0,0,3,164,3,164,0.474808000,1.2401
231.140.98.132,<->,215.158.239.56,0,0,3,192,3,192,0.452212000,0.9978
215.158.239.232,<->,100.244.13.12,3,192,0,0,3,192,0.451906000,1.3336
112.87.195.113,<->,92.27.219.31,0,0,3,164,3,164,0.419321000,1.5212
246.253.253.99,<->,8.20.81.65,3,192,0,0,3,192,0.393060000,1.5100
215.158.239.56,<->,196.92.227.75,3,192,0,0,3,192,0.388282000,0.5797
232.31.155.18,<->,97.198.118.56,0,0,3,192,3,192,0.384899000,0.2941
232.31.155.17,<->,97.198.118.56,0,0,3,192,3,192,0.364721000,0.3141
93.212.119.47,<->,92.27.219.225,0,0,3,164,3,164,0.362151000,1.2460
207.125.50.180,<->,92.27.219.137,0,0,3,156,3,156,0.323760000,1.2619
215.158.239.85,<->,199.20.30.67,3,204,0,0,3,204,0.322742000,0.9878
205.20.144.62,<->,92.27.219.195,0,0,3,164,3,164,0.316672000,1.5279
231.143.5.38,<->,136.25.188.226,0,0,3,192,3,192,0.296865000,0.6594
206.223.69.156,<->,92.27.219.187,0,0,3,164,3,164,0.289898000,1.6069
239.66.110.113,<->,203.215.177.37,0,0,3,192,3,192,0.287605000,0.9247
122.173.78.57,<->,92.27.219.201,0,0,3,164,3,164,0.272201000,1.4649
50.224.110.86,<->,39.188.171.31,3,168,0,0,3,168,0.262180000,1.1642
58.202.65.113,<->,8.252.221.238,0,0,3,180,3,180,0.254335000,0.0158
210.221.107.50,<->,8.37.222.100,3,192,0,0,3,192,0.237958000,1.4572
246.108.107.182,<->,80.40.4.150,0,0,3,156,3,156,0.230438000,1.1751
216.184.1.112,<->,8.252.222.169,0,0,3,192,3,192,0.200406000,1.7215
215.158.239.87,<->,207.115.17.112,3,204,0,0,3,204,0.187364000,0.5792
144.87.238.20,<->,144.87.235.144,0,0,3,150,3,150,0.168011000,0.2384
92.27.219.249,<->,80.247.29.166,3,164,0,0,3,164,0.159011000,1.0931
221.102.56.69,<->,192.65.85.199,0,0,3,192,3,192,0.152221000,1.6121
104.47.205.174,<->,92.27.219.157,0,0,3,164,3,164,0.149225000,1.2915
92.27.27.185,<->,89.164.72.67,3,156,0,0,3,156,0.147795000,1.2142
92.27.27.165,<->,79.210.151.187,3,180,0,0,3,180,0.140000000,1.6009
207.172.141.218,<->,136.25.188.175,0,0,3,204,3,204,0.131959000,1.7698
92.27.219.211,<->,68.76.106.67,3,164,0,0,3,164,0.119184000,1.3000
221.102.56.69,<->,80.41.225.188,0,0,3,192,3,192,0.114538000,0.0981
220.87.72.39,<->,89.183.104.138,0,0,3,164,3,164,0.114089000,1.1433
124.246.66.111,<->,92.27.219.193,0,0,3,164,3,164,0.108455000,1.2775
215.158.30.238,<->,8.252.222.57,0,0,3,192,3,192,0.106815000,1.6119
204.63.221.23,<->,136.25.188.45,0,0,3,192,3,192,0.096388000,1.7397
206.164.141.175,<->,92.27.219.190,0,0,3,164,3,164,0.093281000,1.6181
68.72.133.189,<->,8.252.221.223,0,0,3,180,3,180,0.092132000,0.0233
221.102.56.69,<->,102.83.220.113,0,0,3,192,3,192,0.076493000,0.5346
199.111.153.254,<->,8.182.241.177,0,0,3,192,3,192,0.073321000,0.0021
194.124.22.48,<->,145.252.126.80,0,0,3,204,3,204,0.052640000,0.4002
204.60.200.201,<->,136.25.188.176,0,0,3,204,3,204,0.043480000,1.8398
